annual_revenue,years_in_business,avg_monthly_profit,num_employees,sector,owner_age,has_existing_loan,credit_score,label
354463.64831870917,12,8750.511227439642,17,manufacturing,23,1,671,0
93790.0716713894,4,84135.11990793914,14,agri,53,0,581,0
71811.58669346914,8,85022.84222122368,14,tech,41,1,769,0
162206.50790688596,7,71688.76268775325,8,services,34,1,610,0
137285.14298310515,6,6472.046477594531,9,retail,32,0,675,0
103442.57953892248,8,65453.58587327421,12,services,35,1,626,0
326566.03142722166,7,66547.36600195568,13,tech,47,0,627,1
423075.1951620991,5,77017.27686695861,11,retail,43,0,702,1
177798.62814136987,5,54529.67075625495,6,tech,35,0,718,1
713209.2118106984,4,27494.748980497076,10,manufacturing,34,0,697,1
51964.230499869474,7,37863.75089153854,11,services,43,0,588,1
134099.92912153233,3,85311.58810721674,14,agri,67,0,555,0
79473.40206137019,6,61386.269040564985,16,agri,67,0,836,1
25171.391808534598,3,10758.291097971953,13,retail,50,0,671,0
149839.39720078572,6,101194.02071390412,12,agri,32,0,587,1
144098.5171651833,6,84666.41788604649,9,retail,47,0,715,1
739293.103617713,4,99874.95988480917,16,retail,32,1,586,0
305838.2616668023,4,84029.37151736883,11,services,37,0,787,1
58443.34928104439,13,22148.06565278535,12,services,53,0,621,1
1039335.9591109183,9,59900.148550104466,16,services,37,0,710,1
551851.1844503487,9,68104.82603192296,9,retail,37,0,646,1
291296.7259581928,2,9670.879813271655,15,services,34,0,543,0
129769.60672208546,6,14828.409026439282,10,manufacturing,31,1,581,0
62352.60704319855,2,72301.94700934629,16,manufacturing,37,0,596,1
112172.50896694246,3,74680.64888718887,15,tech,47,1,602,0
483471.97030068334,10,121046.57087791966,11,manufacturing,46,1,663,0
1071517.3713404282,7,42188.402026624346,13,manufacturing,42,0,479,1
761650.8505406219,3,-488.35999016065614,10,services,51,1,663,0
99822.66874235291,7,45466.02265703033,12,services,22,0,511,0
53123.91947421559,6,75303.79688925859,11,services,40,1,675,0
187378.5623148564,9,39077.03840345183,15,manufacturing,32,0,593,1
27765.808549714133,7,53052.37375166958,11,manufacturing,59,0,659,1
224845.2606584842,5,30737.06694536041,7,agri,37,1,556,0
140420.59020476774,9,85792.85467449756,9,agri,47,0,605,1
102126.08926793953,3,72338.4674705919,11,manufacturing,49,1,506,0
33034.14269569794,3,25397.763849742812,13,retail,36,0,562,0
272011.6313199938,6,34342.23263441378,13,retail,49,0,748,1
95539.89236413634,8,29615.241865034932,12,retail,50,0,749,1
50517.90790025291,5,-5788.64661403536,13,services,47,1,562,0
9207.169810230595,6,27140.50093621488,11,services,34,0,626,0
158337.65598744852,9,-3185.890732858123,13,retail,25,0,682,0
957663.360209866,6,78007.38865504433,7,services,61,0,655,1
857056.5784090832,6,80386.25394966583,14,services,37,1,609,0
103043.21511202322,5,41036.321804822015,16,services,50,0,541,0
89124.35669108627,8,56140.87577410322,10,agri,35,0,711,1
260087.72477608602,5,82129.98982374859,9,services,60,0,614,1
59970.890240217326,4,73513.46122275261,11,services,35,0,534,1
220090.01479681602,10,110140.95828033146,14,agri,41,1,646,0
350137.17259511986,4,57782.37382213271,19,agri,63,0,625,0
555116.4685103671,7,93579.06000430106,14,services,24,1,614,0
147243.93666525383,11,52853.59906956779,13,services,52,0,658,1
132763.71520637887,8,46415.04625538115,14,retail,39,0,635,1
67644.23508859814,10,70360.52194452596,13,manufacturing,47,0,728,1
71190.85484484395,7,66564.59639519698,14,retail,36,1,586,0
129770.28242747845,7,31762.34822244443,15,agri,56,0,596,0
235005.80778888788,12,25279.06652223793,14,services,31,0,704,1
405787.3878749377,11,52243.26735750435,12,manufacturing,40,0,824,1
72898.33289250222,5,-6702.122213959802,13,manufacturing,49,1,813,0
724102.7411455566,6,40774.08863864629,13,retail,31,0,701,1
124104.14845493983,5,20529.844371388182,13,services,41,1,625,0
159314.05243349206,7,32709.612147987464,10,services,29,0,612,1
77094.5847864692,6,26638.020522208873,18,services,35,0,622,0
14411.182399577307,4,73037.26902114842,7,manufacturing,66,0,528,1
393976.04871193523,7,63400.38884152016,18,retail,53,0,697,1
340048.6236465501,4,51588.5757413013,20,services,46,1,742,0
122844.23416226388,6,38498.708771177866,12,retail,43,0,640,0
174031.3470142334,9,81040.95027434098,8,services,24,0,796,1
272648.64148383256,3,77019.4579254029,12,services,38,0,840,1
34113.69321119728,8,46665.76024414546,11,agri,49,0,711,1
95889.07394736995,6,90642.40236955519,8,retail,35,1,603,0
360145.96249058197,7,44313.70557124977,15,agri,43,1,589,0
46430.44089286658,5,56141.075727137555,10,manufacturing,29,0,704,1
218285.24115485334,6,32773.44139379328,13,services,29,0,723,1
41915.80302803119,4,38203.69301652432,16,retail,62,0,604,0
259478.72209179038,10,31189.504258509678,10,agri,61,1,568,0
157056.12706966148,8,70627.75569947605,14,agri,39,1,530,0
32366.142929143145,6,61286.584913667575,7,agri,32,1,576,0
521643.3284318381,8,18417.83855986259,9,manufacturing,30,0,620,1
78073.69155599528,4,66993.47151273055,13,agri,44,0,726,0
72384.50694383052,2,103788.5316864626,12,agri,59,0,609,0
198902.33358583724,4,30197.718996698255,13,manufacturing,33,0,435,0
513311.0878516214,11,28482.24312259845,11,services,41,0,604,1
58934.27866128607,6,50242.00645578758,16,retail,41,0,626,0
173109.53957599774,10,91347.04280009093,12,services,56,0,625,1
249900.0958385499,8,36850.63170681581,14,retail,42,0,469,0
325496.05061280035,5,105255.5279784591,14,agri,26,0,626,1
194160.72128180807,6,18288.240850126265,13,agri,47,0,742,0
112754.95023412579,4,55641.45699030262,12,tech,41,1,617,0
71140.33676680317,8,-1037.8020859857838,14,services,31,0,602,0
177396.7241953312,3,21915.59148610955,9,services,50,1,595,0
55706.99424801231,1,43597.97216304567,19,retail,36,0,660,0
8766.119529841442,3,58105.82363837943,11,services,43,1,543,0
251842.65943096625,5,87221.95931821027,12,manufacturing,41,0,570,1
401890.4592680401,5,29020.120688940777,7,retail,37,0,728,0
15322.345995832264,9,62619.31733734068,11,services,31,0,696,1
59294.34959025894,5,9826.787527297476,17,manufacturing,45,1,612,0
302293.67602198943,7,80295.60482237129,23,manufacturing,27,0,684,1
1273774.9736326763,5,89311.4690485832,19,tech,49,0,585,1
166174.49794713611,5,81125.7452718637,14,services,31,1,584,0
78589.78897911095,9,81081.93291198548,7,services,28,0,583,1
135551.04427693202,7,47258.49328010302,10,tech,54,0,540,1
643628.1420560287,5,58301.36374083375,7,services,40,1,643,0
85309.04973487566,8,47090.600003165884,9,manufacturing,20,1,789,0
73189.55462223505,12,48634.73979889219,16,retail,39,0,510,1
100434.04052385097,5,27690.107049512102,7,manufacturing,46,1,768,0
62734.78714975875,3,58450.0570952832,11,manufacturing,46,0,459,0
183996.18744977517,4,62534.01012318866,15,agri,32,0,684,0
826271.3078754079,10,79558.93006093202,12,services,33,1,519,0
224825.3759826515,6,61763.53746662561,10,retail,41,0,685,1
126455.59500210137,7,76432.37978758973,13,retail,50,0,593,1
121563.097881044,4,27671.758703777956,9,services,26,1,700,0
34091.69861650026,8,92703.13770332701,10,retail,27,0,593,1
393607.60953721014,5,42762.40643853773,11,manufacturing,53,0,684,1
150566.903058418,2,-11462.620853413346,14,services,52,0,634,0
135879.0032063002,3,38315.29688748088,14,retail,30,0,734,0
3965361.4452308,3,67300.41041732799,7,services,36,0,636,1
219422.1784113021,6,52466.130089411155,9,retail,61,0,664,1
76742.34721350708,2,-8260.36739598173,14,manufacturing,48,1,653,0
106259.8091348461,5,56454.69262674661,14,services,39,1,711,0
513212.72622100223,4,53801.944569137006,9,retail,51,0,715,1
182274.7440611322,6,20856.982162327004,11,services,35,0,652,0
38627.58825073005,4,66935.43327482213,8,agri,41,0,528,0
408084.25302310596,5,45985.1194495852,11,retail,36,0,581,0
83437.73253098279,5,-8532.446988808702,16,tech,47,0,704,1
1059489.5316906313,6,70852.25324183136,17,services,47,0,541,1
479283.7426914489,3,55244.52049743665,12,tech,42,0,598,1
104055.33504242003,8,95406.77632976882,13,retail,45,0,606,1
585965.5988109162,2,24051.620765762083,16,retail,51,1,633,0
174181.9132525154,12,43008.720109342,14,tech,44,0,623,1
381846.3857326577,8,81979.8030789709,9,retail,42,0,652,1
264271.6465453168,6,22531.372846410897,15,agri,44,0,574,0
69817.73537965132,4,80922.48249057707,13,retail,52,0,588,1
85515.26420316921,6,81704.8882759614,14,retail,30,0,773,1
455869.02327639726,3,59413.41119483344,14,services,44,0,747,1
116450.8608692363,4,45046.13557497283,15,manufacturing,21,0,685,1
108700.48519969688,5,30581.39562700486,16,retail,37,1,692,0
62622.343645589135,6,28367.51849862197,12,tech,58,1,667,0
248599.65383337066,8,59324.9217204169,9,agri,32,0,645,1
1280197.4979195306,4,-36323.86100260452,13,retail,23,0,587,0
55964.17795978969,5,33288.30611326155,18,retail,30,0,750,0
166744.74627298798,5,29151.07769835736,12,services,47,0,779,1
668118.3152116337,7,20358.73213247123,10,manufacturing,38,0,609,1
150295.49602937233,5,55571.32371247684,13,services,29,0,725,1
255856.4429000428,7,5906.315220945539,12,manufacturing,52,0,617,1
56252.53984532689,4,86086.17083680151,10,retail,44,0,592,1
249772.82836728633,12,77407.4172864309,15,agri,28,0,617,1
134976.46852370113,3,90786.44499474367,9,services,37,0,621,1
436144.9824800994,0,34183.21668186115,14,manufacturing,61,1,689,0
533591.610796716,10,56233.99348273029,7,services,36,1,616,0
2168537.7317101113,14,74695.13031675649,9,services,23,0,707,1
290579.7002925272,6,46075.816737034285,10,services,44,0,596,1
225437.0669206119,5,33001.85138167449,9,services,43,0,643,0
197675.93987534233,3,53590.37149597842,21,services,53,0,567,0
114328.79092700462,3,43849.29599685803,13,tech,36,0,555,1
228315.52742648212,7,17879.55172419854,7,services,44,0,672,1
121127.45167571158,6,-21411.406724404133,18,agri,42,0,654,0
192617.37290354495,5,22293.220379555052,13,retail,39,0,614,0
607797.7974237849,4,-20788.348049974305,11,services,43,1,582,0
59483.68990546886,6,23900.330574308136,9,agri,46,0,565,0
508834.73702329944,10,92571.87537177445,11,retail,45,0,672,1
607504.6250019924,3,-5455.486595611772,10,manufacturing,49,0,598,0
144629.62930527257,2,63466.993584425916,9,manufacturing,17,0,761,1
19499.519456492737,5,86680.67536288018,14,agri,25,0,659,1
88625.77538982166,7,2819.934559750974,12,services,42,1,684,0
595403.4646410703,7,103829.87612175074,18,services,41,1,746,0
159075.13833170012,10,47705.88134457611,14,manufacturing,29,0,589,1
59915.93453680157,7,90744.58073445006,14,manufacturing,36,0,679,1
98245.53454468747,8,58125.263344876956,10,agri,31,0,682,1
377233.6465196043,8,36180.40585916887,6,agri,45,1,611,0
281175.29183988203,7,-37223.106370618996,14,retail,31,1,540,0
128164.24710413473,3,16555.9253975856,12,services,42,0,496,0
112777.8899988846,7,70392.50577328708,10,tech,50,1,584,0
110000.68268209715,6,96118.49892085852,10,retail,31,0,726,1
64704.74494929242,5,7860.412481598515,8,agri,26,0,593,0
818620.3395394625,9,48210.00506549025,12,manufacturing,32,0,715,1
117910.31012940533,4,36620.20826169705,15,services,31,0,594,0
549716.8029239223,9,62534.46945517856,8,agri,40,1,651,0
745131.544759834,5,52651.040592628124,12,services,22,0,685,1
441666.7414910173,5,38849.589839855624,11,retail,56,1,720,0
105702.06280040514,9,69173.24976494453,9,retail,27,1,615,0
243708.98068674232,7,29254.087727350463,13,manufacturing,26,1,603,0
158864.09918449886,4,50337.207015830856,11,agri,40,0,509,0
65926.65658740302,9,73103.19735060059,8,manufacturing,38,1,617,0
225113.3386566942,6,28208.935618386065,11,retail,53,0,880,1
50059.13115889279,4,39231.348819523715,11,tech,37,1,632,0
533748.1558630924,5,33259.42473524684,7,tech,37,0,548,1
102271.12997740389,4,63565.08129674763,14,agri,46,0,637,0
199019.81186721654,10,60486.729625525695,19,retail,49,1,699,0
216054.91091251152,5,34455.66437856861,7,retail,20,1,606,0
125629.83269832126,7,60226.18241635369,12,retail,40,1,571,0
292638.6356717745,6,-34361.92819793781,11,manufacturing,61,0,825,0
101224.52449436266,3,75058.17223725942,7,manufacturing,33,0,676,1
388985.4807902088,6,76871.03899553699,9,retail,41,0,757,1
42362.563706382796,8,34808.5646021036,18,manufacturing,50,0,621,1
184679.94513628716,9,28840.494020868016,12,tech,44,0,774,1
1131357.7284805442,13,48274.294695408586,9,services,29,0,713,1
59854.307224818665,5,22697.847308931192,10,services,39,1,685,0
82640.4896997806,7,27360.350993330194,12,services,27,1,563,0
272095.3539015763,6,59235.58323270998,16,agri,29,0,598,0
194771.38827012526,7,74271.83662894837,17,tech,51,0,681,1
231105.61649411076,4,59536.147034793445,8,manufacturing,48,0,625,1
265451.42072826205,5,136589.86643652566,9,agri,57,0,676,1
307036.36384513834,10,87457.6243764951,13,retail,49,1,616,0
493708.15486041555,1,72061.26664863456,18,retail,38,0,679,1
245197.3454508044,7,70975.65135958737,13,agri,29,0,604,1
127866.54034189758,7,52602.76657487738,13,services,53,0,681,1
318881.13705033547,4,65139.60321602336,12,retail,46,1,579,0
1088032.8891020336,3,55927.86146779998,15,services,47,1,626,0
142538.33408226058,4,81525.15636310125,13,manufacturing,45,1,634,0
61418.7655523732,1,41625.816856630445,11,manufacturing,51,0,586,0
492416.73991225334,5,40022.626793432275,19,manufacturing,24,0,605,1
144295.53994127244,4,85342.04720843799,14,retail,27,0,669,1
18533.412330267092,9,36200.27743725075,10,manufacturing,31,0,699,1
379808.20368887833,8,21652.13908061594,12,retail,43,0,667,1
95289.20544707189,4,27556.115895564544,18,retail,35,1,685,0
148667.37660547488,8,72458.51096148332,11,tech,51,0,656,1
226835.4923803549,1,130156.57620479916,7,retail,39,0,601,1
196909.53317417225,3,23369.270214528577,12,tech,63,1,529,0
330860.401326155,6,69354.45924191514,10,manufacturing,57,0,612,1
105294.20142640316,8,54613.285406620795,13,retail,41,0,641,1
271877.2069137595,6,83845.66983829433,18,manufacturing,26,0,606,1
125549.24140789254,7,69091.37985626917,12,retail,46,1,758,0
340718.01575144567,5,85705.67367240303,15,services,28,0,669,1
301151.121948818,4,58764.07091589811,9,retail,30,0,643,1
63867.205838024136,4,24956.780407220092,13,services,36,1,688,0
482136.2918201039,7,29599.55695343351,9,manufacturing,35,0,791,1
95228.69132955937,4,56359.417889580254,12,retail,45,1,630,0
365147.9154496399,4,64012.48224527576,13,tech,43,0,582,1
234987.4326006892,8,38473.66491213913,11,manufacturing,29,0,672,1
1022932.1076471392,6,110451.78727497473,15,tech,37,0,569,1
130161.85814296045,6,78236.6579514395,15,manufacturing,26,0,583,1
114769.74741527553,5,-12517.195876264084,20,retail,44,0,749,0
159624.6489494829,6,46312.93112132342,6,tech,21,0,740,1
120188.93202271327,6,19108.4760359856,18,manufacturing,37,0,695,1
362196.40609216975,4,107188.47848381427,8,services,33,0,677,1
32328.012439981725,2,-16580.20974859967,17,services,45,0,564,0
56744.70237997441,6,62562.25743364213,12,services,31,1,593,0
55949.069261628705,6,53699.73192885763,14,agri,31,0,742,0
420966.1021538707,4,74417.21352319008,18,retail,43,0,614,1
900417.0938665757,4,59682.831706293735,4,tech,44,0,594,1
146612.85929383695,4,112079.7406341826,14,manufacturing,29,0,636,1
137472.37637432106,8,77537.91400559945,16,retail,45,1,690,0
174564.95094900858,5,-5142.791587578022,14,services,64,1,635,0
520153.0127742992,5,92126.48485025414,15,tech,35,1,637,0
64385.701806862686,4,56094.59991816977,8,manufacturing,27,0,497,0
206564.7047992951,5,92177.40162589014,14,tech,40,0,645,1
431575.4501751163,5,40487.61995722763,18,services,26,0,719,1
268631.0537998799,6,18130.10955275556,10,retail,37,0,645,0
196728.84073813815,7,12458.689096248727,7,services,34,1,794,0
442876.43952295923,8,81841.88129806294,13,agri,46,1,599,0
10902.721402410112,8,73915.35045225007,8,retail,22,0,615,1
320576.2124822089,12,32241.57312296986,7,retail,24,0,603,1
84619.86398179589,4,-30102.999371000846,10,retail,43,0,601,0
26091.558272116585,2,82990.2442818265,9,services,45,1,687,0
271360.26266013726,4,-11125.722790672104,13,manufacturing,18,0,630,0
642844.7612120603,3,115217.33455056677,10,agri,55,0,786,1
141853.69455055607,11,6637.572590713283,14,services,48,1,667,0
422048.0914060377,8,50422.30463994293,18,agri,33,1,588,0
816088.6420328403,8,56900.50213264874,15,retail,40,0,580,1
606169.2118706605,6,60945.53662787353,11,services,20,0,766,1
838998.7783514898,11,59728.50874467643,16,retail,47,1,665,0
341850.05733848904,3,53913.186759665055,5,retail,31,0,741,1
175506.90027152366,3,36977.78362893119,8,retail,36,1,654,0
32795.09328141066,2,43296.58172181894,17,agri,38,0,651,0
127253.63653340029,6,30445.43854651,8,manufacturing,52,1,743,0
70035.21070836464,4,53476.30227659851,12,tech,44,1,676,0
1426797.1250450427,14,-2616.562202763657,10,services,36,1,675,0
136504.68120587783,5,59463.845968172434,17,agri,34,0,621,0
184094.55800404085,5,47039.84199838754,12,services,42,0,710,1
282514.56225360656,8,75242.97250318172,6,manufacturing,39,0,644,1
170008.2843596575,8,40890.07176890088,14,retail,37,1,611,0
886512.9748507538,7,68066.85304846632,11,services,40,0,800,1
87321.38207711515,6,66560.7570947298,6,tech,37,0,629,1
197720.0569070564,10,45828.04554547147,12,manufacturing,24,0,594,1
77460.9652531385,4,60586.469443583585,7,manufacturing,39,1,729,0
43476.57163038901,9,9720.012102445346,10,manufacturing,39,1,697,0
88276.6497249324,8,90246.96445942702,12,services,41,1,603,0
156837.13715429654,6,33633.61482219278,14,retail,29,0,644,0
105947.37372130848,6,44650.52957297361,6,retail,32,1,696,0
81436.5134931879,10,18414.95388036606,18,services,56,0,664,1
39882.086267193605,8,26953.649265720895,5,manufacturing,32,1,705,0
149775.74594414022,9,99306.14598227032,13,services,45,0,649,1
36144.48387240814,4,54136.70466735124,11,manufacturing,32,0,707,1
348034.1769948281,4,41096.466867764495,16,retail,21,0,628,0
176740.83913921166,8,40929.342460620675,14,agri,38,0,604,0
37890.22720891584,6,50059.364540229115,13,agri,46,0,723,0
119466.45778360372,4,71673.73212588699,13,tech,36,0,670,1
76714.31409656131,4,55815.15611464519,6,agri,20,0,698,0
223949.19798805352,6,56455.846705126845,16,services,17,0,735,1
621847.6748706677,10,22304.812542109197,13,services,51,0,609,1
24954.951299130913,6,41186.02774070008,18,tech,39,1,687,0
182595.03919139368,5,54695.61403905435,14,retail,46,1,812,0
138672.0683735268,2,49064.274910818865,7,services,42,1,638,0
318487.99992833944,8,37523.76747809274,9,retail,28,0,565,0
201429.88372763174,6,34774.86314106865,10,tech,37,1,707,0
76728.66668123959,5,63066.934262110146,8,agri,23,1,533,0
118296.09786396226,10,63805.91495045354,8,services,49,0,573,1
73421.65095137796,2,79682.3797094831,16,tech,43,0,650,1
477350.8998879024,10,55873.514669648095,15,tech,47,0,647,1
166260.5888252745,1,-12286.4404979903,13,services,52,0,663,0
1089457.7852926257,6,120748.72822598416,14,agri,36,1,804,0
153175.43633362805,4,49735.95527285965,8,agri,32,0,655,0
80145.03686907726,7,37699.320750068226,10,manufacturing,38,0,609,1
35820.85724634753,3,48255.179104907475,16,retail,52,0,605,0
26818.851241085515,4,38117.17886146776,10,services,24,0,618,0
33385.06946432658,5,25438.876897180537,11,retail,40,1,565,0
212591.26362093785,5,68436.60116725147,13,tech,48,0,689,1
270688.779075344,4,45543.61153578688,14,services,43,0,671,1
33483.54147953576,3,47316.81528918345,4,services,50,0,682,0
398330.8873337734,7,-25084.2242780431,10,tech,24,0,706,1
100402.15481563355,9,43205.35339912464,12,tech,50,1,693,0
188488.63871514067,11,17701.749387709115,12,manufacturing,33,1,553,0
816041.612417281,7,34326.90644127046,19,tech,19,0,630,1
399048.92837715603,9,57088.40281859151,12,manufacturing,36,0,633,1
124426.36225807258,5,31594.65524263877,15,services,31,0,746,1
66756.55505985068,7,35733.75243803832,13,agri,38,0,752,0
18923.969000992965,7,52897.3154585252,16,agri,24,0,620,0
79288.36541315114,4,34804.59811710532,11,retail,38,0,580,0
131777.44569407383,6,18340.60910790355,12,manufacturing,34,1,661,0
60646.69821148499,4,-1645.1694081864198,15,manufacturing,59,0,627,0
142734.71306293117,5,60097.27352047373,15,tech,41,1,644,0
175755.9884820125,6,34504.862168614025,12,manufacturing,42,0,735,1
129981.05891804415,3,34.36847839377144,16,manufacturing,37,0,668,0
84965.23222736354,5,87369.87627317119,16,agri,52,0,616,1
192654.68567341054,7,60140.76491751483,8,retail,44,0,603,1
253201.43826041272,9,14361.484142728375,16,services,55,0,549,0
54699.01180677163,7,28860.914121211015,7,manufacturing,50,1,689,0
667258.2155525233,6,81392.3590153906,11,agri,36,0,669,1
147474.69308190653,6,44737.14654455907,8,tech,47,0,689,1
165851.7544650561,7,37448.89171790889,7,manufacturing,48,1,648,0
330451.24988255097,3,72520.25463505849,13,retail,49,0,576,0
205503.04519247534,7,44965.493469657056,7,services,44,0,653,1
422158.71909829584,10,86890.10979169268,15,agri,26,1,729,0
216885.35288768672,6,37618.992749001256,10,services,39,0,654,1
88217.67558365206,8,32888.92055542584,18,retail,41,0,764,1
233632.23791933595,5,50497.757580932834,3,retail,40,0,667,1
51858.48226601483,5,78940.32375092154,8,retail,51,0,787,1
181418.12079018142,9,57485.39448136199,12,agri,33,0,793,1
157435.3236400667,3,53106.354224807044,10,services,41,1,587,0
132175.1403202015,4,25778.404317915436,10,agri,39,0,604,0
143123.40205700044,11,21370.512765530526,20,services,46,0,618,1
24788.892642372088,6,78973.27211366162,10,manufacturing,58,0,530,1
94021.15529485774,10,82125.27058576798,7,services,46,1,682,0
178589.45464511611,2,81157.85347044723,13,services,45,1,680,0
190967.09066447717,5,73731.51666321092,12,services,29,0,663,1
58239.83554232258,3,63395.503001339566,11,agri,24,1,564,0
577063.6439408167,8,62936.28670504915,14,retail,42,0,761,1
68447.6947159865,7,54007.79730695771,8,agri,38,0,518,0
429105.1189992031,6,66862.16501543672,6,retail,44,1,557,0
249495.05188971094,7,48749.28103022166,13,services,33,0,712,1
85286.60525630419,7,66778.13008242469,10,manufacturing,54,1,672,0
960597.6219383654,7,77526.79431359067,17,agri,28,0,607,1
49333.72327369969,8,12267.111243148145,7,manufacturing,38,1,653,0
408053.74539087055,7,82889.41736751991,14,manufacturing,36,0,659,1
442671.09233403497,4,48265.65191850217,13,manufacturing,50,1,732,0
83231.3859727486,12,93745.99576439797,15,services,37,0,564,1
655048.9862994538,7,88113.98582259407,11,retail,34,0,670,1
126747.66325190078,7,19077.440974691883,9,manufacturing,40,0,725,1
217226.01391579176,6,50019.04558652046,19,retail,32,1,580,0
211149.5309116091,12,-5975.007973819688,9,services,39,0,646,1
142299.7829146152,5,38417.69056909384,11,agri,38,0,645,0
366153.6280777027,8,60672.18822868641,8,agri,68,1,537,0
359866.61236075265,2,75408.6292500679,11,retail,35,0,670,1
28324.09193957434,12,52077.083588866255,13,services,39,0,674,1
599793.2208474586,3,63282.78741166426,12,services,42,1,754,0
30869.00891814059,4,28926.877968724122,15,agri,42,0,648,0
457049.1458930401,4,49429.4207123338,10,services,50,1,680,0
502175.59925825626,2,32295.24782639216,10,services,59,0,753,1
54667.98697262319,6,58476.75321457519,10,tech,31,0,605,1
107924.34075528942,10,91691.8364745561,17,tech,44,0,567,1
53868.18546483374,4,48291.89865955816,13,agri,38,1,658,0
131278.850510433,8,8867.144412917385,12,tech,43,1,636,0
119606.88859811824,6,55888.28772289366,13,agri,51,0,643,0
354924.5576705808,4,71163.07240222575,7,retail,56,0,620,1
603383.7931425654,6,22459.206732212853,11,services,48,0,591,0
657160.6648949012,9,87255.23465474647,13,tech,43,1,715,0
92765.67542078004,2,32109.819567525454,12,agri,50,0,648,0
132029.16528022574,7,27192.94349590406,13,services,31,0,807,1
30229.145107855864,6,-3418.6086143925286,6,services,32,1,577,0
72702.41876794194,6,58063.9827762425,13,manufacturing,41,1,790,0
427133.3903891713,9,104479.74558438141,20,tech,51,0,670,1
818789.9212718437,4,61002.5012585679,8,retail,37,1,651,0
47365.58211044865,3,27974.50509629425,12,services,38,1,572,0
89997.371276514,5,65396.52042714883,8,services,20,1,603,0
158513.37332669465,4,74010.5946071041,13,tech,63,0,738,1
215380.4242853917,6,84819.95696205249,8,retail,37,0,463,1
72431.49373125144,11,12950.68508893651,9,services,12,1,524,0
248714.52815339848,10,96591.79310126347,11,services,41,0,537,1
101332.31607426799,8,56403.38227967595,16,manufacturing,44,0,731,1
160419.53064397993,1,102595.8367553594,12,manufacturing,37,0,697,1
281048.982480968,5,54667.646415946234,11,retail,30,0,579,0
163803.4102548302,5,67302.89110417086,12,retail,48,0,616,1
105199.52977679527,11,21541.1621364853,9,services,47,1,659,0
145858.2000310191,7,79545.21994993204,9,retail,45,0,721,1
148990.3832345494,5,17692.610678115776,9,manufacturing,32,0,579,0
112419.08193276684,9,58063.359259504745,13,tech,33,0,659,1
125643.51591878875,6,37083.806723070775,17,services,36,0,625,1
805039.9403445278,5,47356.85359324469,7,manufacturing,35,0,642,1
285192.43671577546,5,82556.74320703333,15,manufacturing,46,1,587,0
121117.89414115026,2,39349.324698115044,14,manufacturing,36,0,664,0
326751.2328380052,7,83170.24963691825,17,manufacturing,30,0,595,1
116562.2227475319,11,37791.09657796592,16,services,44,1,656,0
526035.8459472964,6,53927.179704661015,11,retail,63,0,759,1
235541.45159098675,9,114494.51062407755,14,services,32,1,723,0
146195.17982130285,6,53651.65972820791,12,services,32,0,747,1
254668.2319367816,11,47724.107210198985,13,tech,38,1,672,0
33830.69643685116,5,54198.42173971547,9,services,47,0,729,1
52745.43625434286,5,40092.51433011798,8,agri,45,1,523,0
49319.50859388189,7,19959.33267184557,14,manufacturing,38,0,531,0
187764.36814428802,15,111774.44578257523,14,manufacturing,35,0,579,1
920355.2349879829,7,37810.27316092967,14,services,60,0,584,1
1515566.9421934332,14,4325.6704336866815,19,services,51,0,723,1
308060.38608022867,1,45337.80772082469,13,tech,57,1,544,0
268563.98634369293,1,60706.199399536745,17,manufacturing,47,0,555,0
26874.74469992749,9,43766.131874834246,10,retail,39,0,641,1
94591.81227272896,3,48537.67705746401,10,retail,43,0,659,0
74029.3006163249,5,45082.91269924488,18,manufacturing,58,1,711,0
87478.85637777693,3,62766.10378088085,7,retail,45,0,631,0
137565.6011265301,7,74569.335738038,12,services,22,0,637,1
101509.67796251227,6,44226.07989583718,7,retail,54,0,712,1
22487.169691755877,6,127689.39045006636,7,agri,54,1,587,0
343832.6227310356,8,81226.74931734323,16,services,52,0,658,1
55673.356617099984,10,49836.301345605665,14,services,26,0,689,1
206746.1237271505,5,10446.961065061334,12,services,43,0,624,0
1295079.5369837086,9,53428.179797860495,13,services,50,0,710,1
64900.81162639353,9,74416.56946138608,10,manufacturing,40,0,590,1
12961.16006713886,7,74646.50519540708,16,tech,43,0,759,1
122271.07414442491,5,-5579.809719170607,12,services,45,1,627,0
489411.8460742144,7,53460.84728399684,15,manufacturing,31,1,619,0
1153541.639361568,11,35582.39912266307,10,manufacturing,44,1,547,0
47593.449040446154,4,94915.88506295439,13,services,30,0,571,1
267453.02521817683,2,53710.378135853556,9,manufacturing,38,1,593,0
102200.26433739254,10,-18526.279278588023,12,services,34,0,571,0
146393.23137978007,1,61049.80995963934,14,manufacturing,48,0,567,0
2290643.5151048065,5,-8496.437270277,15,manufacturing,46,0,653,1
36207.793750098564,8,63503.47522745595,21,retail,45,0,692,1
209764.27128086748,2,127615.94728516301,10,tech,42,0,669,1
259806.69995084836,9,90810.38465151793,4,services,44,0,426,1
482041.9030003134,6,57764.83680116062,6,agri,60,0,577,0
179509.4538965462,7,30216.18864426229,17,manufacturing,53,0,729,1
221471.7984301219,7,88224.9584177989,13,agri,30,0,555,1
110012.73739580541,9,69076.71199198806,17,manufacturing,34,1,641,0
213016.9334389711,11,41994.783745380904,10,agri,37,1,573,0
115474.81399345676,7,33837.21123527118,10,agri,37,1,741,0
